POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
301031016,32,0,0,237,169,38,42,6,0,246,173,28,50,5,6,258,132,34,33,3,0,197,86,8,21,6,4,123,34,7,11,6,0,62,16,0,8,0,0,33,10,4,0,0,0,15,1743,199,290,31,12,2273
301031017,29,4,3,1687,1557,81,42,3,7,1686,1396,73,31,3,7,1515,1106,66,25,3,6,1203,691,58,17,6,0,775,260,20,10,3,0,294,69,20,0,0,0,100,6,5,0,0,0,18,13341,546,250,43,57,14225
301031018,26,4,0,458,417,49,23,3,0,491,380,34,24,3,5,443,302,25,22,10,7,368,186,16,17,4,0,216,60,7,6,0,0,80,19,4,14,0,3,39,11,0,0,3,0,19,3527,307,210,34,12,4090
301031019,33,7,0,305,200,59,35,4,0,307,170,49,24,9,0,246,134,37,22,0,0,191,92,22,14,6,0,130,46,11,11,0,0,67,8,3,0,6,0,18,4,5,5,0,0,14,1981,339,203,32,9,2567
301031020,59,7,3,431,325,98,65,4,4,489,323,65,56,10,5,458,235,61,59,15,3,373,202,56,34,6,0,290,79,26,28,9,0,148,23,13,9,9,5,58,4,7,5,3,5,25,3225,486,447,81,25,4270
301031021,36,12,4,801,635,75,48,8,3,765,656,65,41,5,0,760,544,61,39,13,0,662,432,52,39,6,0,528,156,20,21,4,0,203,29,6,9,3,0,55,11,5,5,0,0,24,6665,468,361,52,23,7569
302011022,17,0,0,159,131,11,13,0,0,160,136,10,15,0,0,160,109,11,20,5,0,146,89,9,14,5,0,112,34,3,10,0,0,50,11,7,8,0,0,22,7,0,3,0,0,9,1188,86,157,15,10,1454
302011023,9,4,0,95,62,21,20,3,0,110,46,34,19,3,0,108,44,28,12,9,0,89,30,19,16,7,0,70,17,13,7,0,0,44,7,6,6,4,0,24,4,4,4,0,0,9,493,192,133,37,0,861
302011024,24,0,4,281,215,18,17,0,0,252,202,23,15,0,0,241,178,15,14,0,4,206,122,6,17,0,0,141,51,8,17,4,0,86,13,4,8,0,0,23,7,0,4,9,0,17,1922,140,168,32,7,2267
302011025,31,3,0,198,130,21,27,3,0,186,143,19,21,0,4,189,95,18,13,0,0,135,64,19,18,3,0,111,28,10,16,0,0,51,10,0,3,0,0,24,0,0,6,0,0,12,1729,195,219,25,3,2173
302011026,23,3,0,182,161,28,22,3,0,209,183,25,23,0,0,231,150,14,20,0,0,187,105,20,16,3,0,142,49,9,14,0,0,72,12,3,4,0,0,26,0,0,8,0,0,9,1592,132,170,23,3,1922
302021027,38,7,0,419,326,39,36,3,5,414,342,46,41,5,5,431,280,37,44,5,3,366,225,29,31,3,0,293,86,28,27,0,0,144,25,11,11,3,0,51,10,9,14,8,0,37,4126,362,346,57,15,4907
302021028,40,3,3,1535,1506,58,38,10,4,1617,1419,41,33,5,3,1499,1149,44,33,9,0,1233,909,27,27,8,4,971,322,19,15,0,0,361,68,10,14,0,6,94,17,10,0,0,0,34,15494,376,373,57,46,16353
302021029,18,0,0,89,73,7,15,0,0,103,55,17,10,8,0,87,47,12,11,0,0,77,53,3,15,0,0,79,18,7,3,0,0,36,3,3,0,3,0,17,9,3,0,6,0,15,634,90,124,17,4,875
302021030,23,4,3,728,732,73,19,5,6,835,667,64,36,3,0,771,604,64,22,0,4,700,362,40,20,0,3,431,116,15,16,0,0,152,38,11,5,3,0,62,7,13,6,6,0,30,5991,466,220,38,25,6735
302021031,51,3,0,485,359,57,40,4,4,465,323,57,47,6,0,445,247,46,32,5,4,334,161,38,25,5,0,232,69,11,21,0,0,108,25,12,9,0,0,42,3,8,5,0,0,13,3646,372,380,39,18,4441
302021032,27,3,0,489,372,54,33,0,5,465,403,61,37,0,0,503,309,51,26,6,0,397,229,22,26,0,0,282,70,15,5,6,4,95,16,14,9,0,0,41,8,7,0,5,0,21,4243,337,284,39,13,4917
302021033,23,3,0,99,61,20,22,0,0,100,56,16,12,0,0,82,47,15,13,0,0,80,30,6,14,0,0,52,23,3,3,0,0,30,0,4,5,0,0,7,0,0,0,0,0,6,709,109,135,12,0,971
302021034,31,0,0,177,103,33,38,12,0,185,102,42,18,5,0,163,87,30,21,0,3,145,58,14,23,4,0,96,19,12,11,0,0,45,6,3,8,0,0,17,3,0,6,4,0,6,1045,213,242,27,12,1542
302031035,16,4,0,170,161,9,18,4,0,195,181,16,24,5,0,221,136,12,31,3,6,181,65,12,22,0,0,107,44,8,9,4,0,65,19,3,10,0,0,25,4,4,4,0,0,11,1483,118,190,30,14,1829
302031036,21,4,9,2613,2610,54,18,3,13,2692,2429,51,23,4,4,2519,1971,41,23,0,9,2042,1194,26,21,0,3,1248,406,14,13,0,3,432,94,5,3,0,4,101,34,4,0,3,6,50,20517,349,215,31,72,21187
302031037,41,4,5,1515,1395,85,19,11,6,1512,1337,84,18,5,0,1443,1144,83,21,5,5,1263,785,38,22,3,9,855,286,35,7,3,3,332,82,12,10,0,0,108,25,14,3,0,0,43,12206,540,238,52,49,13081
302031038,34,10,3,1277,1209,103,42,7,10,1367,1083,93,53,9,5,1235,992,62,41,11,3,1104,696,55,30,10,0,787,297,39,13,10,0,353,53,20,10,0,0,89,11,8,8,7,0,31,10472,609,367,61,45,11554
302031039,34,9,0,1042,921,76,38,0,0,1044,825,57,27,6,13,927,729,55,41,0,9,828,486,48,22,3,4,560,189,20,12,8,0,237,52,11,0,4,0,66,11,5,9,3,3,28,7922,446,294,52,41,8751
302031040,27,3,0,516,382,44,38,3,0,474,372,50,38,4,6,469,297,30,27,6,0,354,214,28,27,3,4,274,97,22,17,0,0,139,32,12,7,4,0,56,9,5,4,0,0,17,4379,341,306,43,18,5084
302041041,42,6,4,274,166,19,30,0,0,221,209,25,23,3,0,257,171,21,33,5,0,230,145,15,19,4,0,182,49,12,14,0,3,81,12,3,7,3,0,30,12,0,0,0,0,17,1956,175,284,42,11,2466
302041042,35,0,0,210,166,30,30,6,0,233,168,31,38,0,0,228,159,14,21,0,5,199,92,14,21,4,7,130,33,9,11,0,0,58,13,6,0,0,0,16,0,0,5,0,0,7,1339,167,216,21,11,1760
302041043,7,0,0,101,85,6,22,5,0,120,88,11,16,4,0,119,78,12,11,0,0,100,43,4,11,0,0,63,19,3,0,0,0,26,5,0,0,0,0,13,0,0,3,0,0,3,885,72,96,19,0,1069
302041044,21,0,0,301,233,53,32,10,0,330,269,44,30,4,4,349,236,32,25,4,0,299,149,21,41,7,3,215,46,11,15,4,0,73,19,8,8,4,0,44,9,0,7,0,0,18,2569,260,256,45,16,3151
302041045,19,0,5,191,131,17,16,4,0,164,136,17,31,3,0,190,115,12,10,0,0,137,102,6,16,9,0,132,54,5,10,0,0,64,15,5,0,0,0,18,7,0,5,0,0,10,1611,136,203,26,17,1988
302041046,18,3,0,271,219,4,14,4,4,246,261,21,12,0,0,302,184,19,8,5,0,209,141,14,14,0,3,178,40,5,10,4,0,60,14,3,0,3,0,29,3,0,4,0,0,13,2138,123,144,28,15,2446
303011047,25,8,0,216,143,49,37,9,0,237,145,53,44,6,0,249,106,36,31,3,0,179,62,28,20,0,0,112,32,15,9,0,0,52,15,9,3,0,0,27,4,3,0,4,0,7,1704,320,271,38,8,2345
303011048,26,0,6,584,529,54,30,0,3,616,446,34,18,3,6,508,364,22,19,4,0,414,244,19,21,0,0,282,88,6,6,3,3,114,25,3,3,3,0,36,0,6,0,0,0,8,5038,234,218,28,18,5544
303011049,38,3,0,267,194,25,33,0,0,252,231,26,22,0,3,283,174,17,23,6,0,233,152,12,23,0,0,190,86,13,14,0,0,115,25,5,6,3,0,43,9,0,4,0,0,15,2055,219,261,28,16,2575
303011050,15,3,0,117,56,21,16,3,0,98,67,20,15,0,0,100,84,21,13,3,0,122,53,14,13,0,0,74,27,13,4,0,0,43,10,3,3,0,0,18,0,0,3,3,0,7,799,135,135,19,3,1091
303011051,47,15,0,373,253,54,39,3,0,356,268,50,51,5,0,373,250,45,47,8,6,352,172,37,35,4,3,255,90,24,29,13,0,147,33,12,9,4,0,58,5,6,4,0,0,23,4591,370,366,76,20,5431
303021052,36,3,0,254,162,23,30,4,0,224,180,27,34,3,0,242,140,13,33,4,0,189,95,18,26,4,0,142,46,9,15,0,0,76,26,3,5,0,0,34,6,5,6,7,0,18,2148,188,316,41,12,2703
303021053,43,8,0,631,483,98,67,3,7,666,489,79,55,12,3,645,424,54,48,8,5,548,290,48,41,7,5,395,129,25,27,14,0,193,50,10,11,7,0,82,15,4,4,4,0,30,5255,549,465,88,31,6389
303021054,11,0,4,252,240,28,17,3,0,286,193,15,13,4,0,232,174,12,10,3,0,209,112,5,7,4,0,128,39,0,12,4,4,59,16,0,5,0,0,20,5,0,0,0,0,8,2027,123,134,18,8,2315
303021055,49,6,3,731,576,91,72,4,4,752,483,85,59,7,6,635,432,62,53,9,3,560,331,29,31,9,0,400,150,20,17,0,0,184,38,9,14,0,0,60,17,3,0,0,0,21,5959,489,473,50,27,6996
303021056,27,6,0,195,142,39,34,0,0,219,149,29,32,0,0,209,116,16,22,5,3,156,79,15,18,0,0,111,37,11,17,5,0,74,9,4,3,0,0,23,0,0,0,0,0,3,1299,180,230,36,11,1755
303021057,16,0,0,117,92,16,17,0,0,125,108,15,20,0,0,142,65,16,13,0,0,99,40,8,10,0,0,60,19,10,11,4,0,36,7,3,0,0,0,9,4,0,3,0,0,10,821,131,144,14,3,1115
303021058,45,7,3,1759,1535,83,48,7,11,1684,1516,66,51,10,6,1644,1161,53,39,7,11,1267,818,43,33,0,9,903,318,18,23,4,3,366,109,14,15,0,0,137,21,6,5,4,3,36,15540,485,460,53,63,16601
303021059,28,13,0,421,370,56,30,4,0,460,344,68,39,7,4,460,293,39,41,4,0,377,202,43,31,4,6,287,93,19,18,4,0,133,26,16,5,10,0,53,11,10,11,3,0,37,3372,387,316,49,23,4155
303031060,58,12,0,1508,1302,81,44,13,0,1439,1129,59,41,5,4,1235,857,35,41,4,4,943,502,41,32,9,0,580,168,21,13,6,0,208,34,9,11,3,0,64,19,6,4,0,0,28,10845,544,381,100,25,11896
303031061,15,6,0,193,119,9,18,4,3,150,99,11,6,0,0,125,126,16,11,7,0,157,79,7,6,0,0,95,37,6,5,4,0,52,16,4,4,4,0,21,4,3,4,0,0,14,1520,137,124,23,13,1817
303031062,43,8,0,494,459,57,48,10,0,564,437,47,39,3,0,537,385,30,29,0,4,444,248,26,15,0,5,293,87,22,14,6,0,133,19,9,14,0,0,43,18,8,8,0,0,22,3987,333,293,43,17,4674
303031063,56,13,0,524,374,51,53,0,0,473,374,33,45,8,0,465,320,38,33,8,0,393,221,30,21,3,3,283,92,23,13,4,0,132,35,6,8,0,0,57,15,4,0,0,0,21,4242,352,368,63,25,5039
303031064,41,8,0,369,273,24,35,6,0,337,239,33,20,7,4,301,207,37,29,3,3,282,123,25,15,5,0,173,52,11,7,3,0,78,20,11,0,5,0,37,5,3,4,0,0,17,2545,287,265,70,21,3178
303031065,39,15,7,1052,852,71,36,8,3,974,829,57,32,12,0,928,673,32,34,3,5,746,430,22,32,6,3,498,201,14,14,0,0,231,55,11,10,0,0,84,24,4,11,5,0,39,9963,438,359,75,43,10878
303031066,28,0,3,191,132,30,21,4,0,187,114,26,26,7,0,169,106,22,27,7,0,166,82,21,20,3,0,123,35,5,9,5,0,50,15,5,3,4,0,32,6,7,3,3,0,18,1245,176,213,42,9,1687
303041067,24,3,6,833,740,70,22,3,5,835,639,46,26,10,3,721,546,59,28,0,0,633,406,58,20,5,0,495,154,23,16,3,0,192,27,12,3,0,0,50,7,10,0,7,0,29,6478,481,245,58,30,7293
303041068,50,3,0,340,207,49,38,0,3,292,208,39,62,0,0,309,146,43,24,3,4,223,123,26,25,9,0,171,63,17,16,5,0,99,11,8,4,3,0,32,5,6,4,3,0,18,2172,295,349,43,20,2868
303041069,16,7,3,190,89,29,13,5,0,129,97,19,8,5,0,136,80,18,10,0,0,109,49,16,11,0,0,83,22,12,0,3,0,39,9,5,3,0,0,20,0,0,0,3,0,7,1410,177,121,35,5,1757
303041070,44,6,0,985,884,75,26,10,6,995,770,61,34,9,8,877,644,61,28,0,3,746,413,33,20,7,4,470,155,29,14,7,0,198,47,13,7,0,0,65,10,7,0,0,0,24,7533,495,290,60,35,8403
303041071,31,5,0,145,84,41,33,8,0,164,90,40,38,6,0,178,65,17,30,7,0,126,37,22,26,7,0,92,14,21,18,0,0,54,8,11,8,0,0,15,0,0,0,3,0,12,821,261,248,43,7,1375
303051072,26,4,0,133,61,13,24,3,0,97,74,6,17,5,3,97,56,8,11,0,0,75,29,4,6,3,0,48,11,6,9,0,0,20,10,0,7,0,0,19,5,0,0,0,0,6,714,105,153,32,3,1007
303051073,68,21,4,619,433,54,42,17,3,549,371,44,60,15,4,484,317,33,38,6,0,404,201,38,41,8,0,289,78,18,22,10,0,127,13,9,9,0,0,29,8,0,0,4,0,12,4089,395,438,124,27,5069
303051074,22,7,7,1067,995,34,33,4,4,1067,978,37,22,6,5,1054,764,36,33,4,3,842,479,38,26,0,5,544,190,10,6,4,5,220,38,15,0,3,0,64,13,8,4,0,0,24,8729,376,298,50,61,9514
303051075,46,7,0,342,220,32,40,5,0,296,218,27,33,4,0,278,198,27,27,5,0,258,111,16,32,4,0,169,44,14,15,3,0,80,20,5,10,0,0,31,4,6,0,0,0,9,2535,250,282,46,13,3126
303051076,81,21,13,2933,2644,210,76,14,17,2972,2561,198,66,17,11,2853,2268,188,79,10,12,2557,1472,166,72,18,9,1728,587,101,40,13,5,743,121,60,22,7,4,211,33,32,4,11,0,80,24074,1573,719,167,127,26668
303061077,22,5,5,114,49,18,33,6,4,116,45,14,19,6,0,83,44,14,20,3,0,79,36,8,16,6,0,60,7,4,7,5,0,24,11,3,0,0,0,12,0,0,10,0,0,9,533,120,183,33,6,867
303061078,41,11,5,202,135,34,36,5,4,207,107,24,26,9,0,167,105,18,21,8,0,153,99,23,22,0,0,141,34,18,11,0,0,66,5,5,3,0,0,16,7,0,0,0,0,8,1351,249,278,62,16,1963
303061079,28,6,0,259,216,44,20,6,4,289,185,35,23,8,0,251,185,21,20,3,3,220,148,17,18,0,3,190,59,20,11,0,0,91,22,10,10,4,0,42,3,3,3,0,0,13,2111,265,202,49,14,2645
303061080,41,11,3,407,261,42,44,9,3,355,207,37,40,4,6,288,184,34,55,8,3,278,154,27,36,4,3,230,59,25,16,4,0,105,19,13,18,7,0,61,11,7,7,0,0,27,2896,402,367,85,26,3772
304011081,19,4,0,252,221,28,21,4,0,273,208,28,23,8,0,261,144,18,23,0,0,192,139,16,24,9,0,190,62,19,13,7,0,97,20,10,11,3,0,52,5,3,13,0,0,23,2602,201,205,42,13,3059
304011082,26,0,0,146,93,14,26,5,0,133,99,7,23,0,0,135,80,15,17,0,0,108,50,15,12,6,0,79,20,0,16,0,0,44,8,9,6,6,0,27,3,4,0,0,0,6,921,106,158,27,3,1210
304011083,4,0,0,20,10,13,8,4,0,33,12,10,10,0,0,31,7,0,16,0,0,30,4,5,6,0,0,17,13,3,3,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,137,57,68,14,0,279
304011084,29,3,0,475,363,69,35,3,8,483,338,55,40,4,4,441,316,47,32,3,0,402,186,42,34,5,5,264,85,34,8,0,3,126,23,17,3,7,0,52,4,6,0,0,0,19,3857,390,267,45,31,4587
304011085,14,3,0,30,10,11,5,0,0,31,9,7,12,3,0,32,9,14,5,3,0,36,13,9,10,4,0,32,8,4,6,0,0,24,0,5,0,0,0,9,0,0,0,0,0,5,117,73,71,22,0,292
304021086,35,14,0,165,92,26,20,6,5,144,80,33,36,10,0,158,48,25,28,4,0,107,42,13,23,0,0,80,25,15,14,6,0,62,13,4,7,0,0,25,0,3,0,5,0,13,938,188,230,55,3,1425
304021087,25,3,0,202,191,43,24,10,3,267,179,50,32,3,0,259,119,48,20,0,0,193,88,31,21,5,0,147,53,16,22,6,0,90,13,13,17,4,0,45,9,7,9,10,0,34,1594,265,206,48,14,2122
304021088,24,3,0,149,84,29,37,4,0,155,75,40,18,4,0,137,53,36,27,0,0,119,44,29,21,9,0,102,26,30,22,9,0,83,5,16,18,6,0,48,4,3,6,0,0,21,986,243,219,42,5,1501
304021089,16,3,0,84,79,28,16,0,0,119,75,17,8,3,0,107,52,21,9,0,0,84,27,16,12,0,0,49,16,6,9,0,0,28,0,4,6,5,0,16,4,4,6,0,0,11,600,120,92,24,4,837
304021090,33,4,6,218,144,37,34,0,3,221,182,42,33,10,0,261,148,33,31,11,0,219,88,30,21,4,0,149,49,15,17,8,0,88,13,8,18,0,0,41,12,14,6,9,0,36,1609,277,289,64,7,2246
304021091,20,4,0,157,117,36,21,5,0,173,121,40,19,8,0,186,97,33,21,7,0,157,47,30,8,9,4,96,22,22,13,0,0,54,11,11,10,3,0,31,0,3,8,5,0,10,929,231,138,39,8,1351
304031092,36,4,0,174,82,43,26,8,0,162,100,39,22,0,0,165,86,46,20,8,0,167,69,20,12,0,0,102,20,22,9,3,0,51,12,10,12,3,3,40,4,4,7,0,0,12,1214,255,212,29,8,1722
304031093,14,0,5,235,207,18,19,3,0,251,182,16,20,0,0,224,173,19,18,0,0,213,142,11,12,5,0,159,56,12,10,4,0,74,22,7,9,0,0,35,4,4,0,0,0,15,1883,121,143,17,14,2182
304031094,44,7,5,713,588,67,40,11,5,711,510,51,40,5,3,605,433,49,36,8,0,527,284,48,40,4,0,371,129,24,15,5,0,176,54,17,14,6,3,92,17,17,3,6,0,44,7322,438,384,69,32,8247
304031095,25,0,0,152,100,30,22,0,0,156,123,34,25,0,0,179,78,23,18,4,3,120,63,18,23,0,0,105,27,10,18,0,0,56,7,6,9,0,0,26,3,4,9,0,0,14,1123,174,208,30,3,1543
304031096,31,5,0,1274,946,23,13,8,0,991,915,23,19,9,0,966,724,26,12,3,5,768,460,21,18,0,0,504,165,8,26,5,0,208,61,7,12,3,0,78,17,7,15,6,0,49,9930,198,263,53,26,10476
304031097,23,6,0,197,103,40,25,3,0,174,109,23,24,8,0,174,97,27,15,0,4,139,62,25,22,6,0,109,28,6,21,4,0,53,9,11,5,0,0,23,4,5,7,3,0,20,1462,211,217,29,9,1934
304041098,34,3,0,737,587,38,23,0,0,649,605,37,19,4,5,666,420,36,29,4,0,489,275,18,17,7,0,321,109,13,16,3,0,142,23,10,0,0,0,32,8,3,3,0,0,19,7626,270,223,30,16,8159
304041099,0,0,0,6,0,0,5,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,0,0,31
304041100,26,4,3,180,124,19,32,0,0,176,132,21,33,0,0,181,99,7,6,0,0,115,82,4,10,0,0,99,33,4,4,0,0,44,13,0,0,0,0,15,0,0,0,0,0,7,1637,107,162,16,10,1931
304041101,21,4,5,234,259,31,26,4,8,330,211,34,16,3,4,276,196,23,21,0,0,237,155,14,17,0,5,193,68,6,17,3,0,91,26,3,0,4,0,38,9,0,0,0,0,13,2797,186,178,27,20,3214
304041102,0,0,0,44,65,0,0,0,6,66,77,3,0,0,0,77,48,0,0,0,4,53,41,0,0,0,0,45,17,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,606,10,8,0,3,621
304041103,55,12,0,310,205,64,61,8,4,339,204,68,59,4,0,336,144,57,54,0,0,263,86,43,39,5,3,177,55,21,35,10,0,123,20,14,17,9,0,56,6,7,6,3,0,26,2063,403,423,56,15,2954
304041104,28,6,0,202,196,24,27,8,0,253,169,23,18,3,0,214,116,19,11,0,0,153,79,10,8,0,0,98,27,14,8,3,0,54,9,0,0,5,0,17,7,0,0,0,0,7,1397,138,174,26,3,1739
305011105,316,44,27,19534,16828,615,382,42,39,17902,13894,523,333,31,39,14816,10062,399,272,43,31,10803,5628,232,208,28,37,6129,2118,137,112,22,16,2405,563,86,59,24,5,733,145,38,22,10,19,238,139538,3587,2536,362,365,146393
305011106,67,24,5,3408,2738,182,54,7,13,2994,2223,138,68,17,3,2452,1572,124,33,6,4,1738,931,78,36,11,4,1053,326,44,26,10,0,404,89,17,9,0,0,114,25,10,6,8,4,53,26019,1139,564,119,71,27914
305011107,19,0,0,75,41,17,14,0,0,71,36,23,18,6,0,84,27,16,19,3,5,68,25,15,18,3,0,54,13,5,12,0,0,33,4,5,6,0,0,13,0,4,3,0,0,8,387,130,168,24,5,708
305011108,23,4,3,268,203,26,26,3,0,255,167,32,24,0,3,221,162,35,20,8,0,218,146,38,22,8,0,213,49,26,13,0,0,94,19,19,12,4,0,43,11,13,6,10,0,31,2312,287,252,41,12,2905
305011109,36,0,0,379,226,63,41,8,3,350,236,73,59,9,0,376,192,52,33,4,0,282,151,51,36,8,0,247,66,35,33,11,0,140,25,13,20,4,0,58,8,15,11,8,3,39,3257,508,402,71,20,4248
305011110,55,12,13,4009,3447,92,55,20,6,3614,3033,93,58,8,11,3207,2343,69,49,6,8,2477,1590,47,36,17,8,1689,555,35,20,7,5,619,147,10,13,7,0,184,28,8,3,0,4,45,31411,651,519,95,90,32771
305011111,53,4,5,1411,1266,141,70,10,3,1489,1117,108,67,12,3,1309,884,96,73,0,6,1065,630,90,59,13,9,795,282,53,43,0,6,380,98,35,12,7,4,150,29,26,16,3,0,75,11104,790,578,72,37,12578
305011112,50,15,0,809,526,101,66,9,0,698,459,101,63,8,0,638,377,74,45,8,4,513,233,44,39,13,0,331,91,29,22,13,0,158,27,16,18,3,3,68,9,12,6,8,4,33,6531,687,579,97,26,7916
305021113,14,0,0,82,55,25,16,5,0,94,51,30,8,0,0,94,47,13,12,0,0,71,34,8,7,3,0,50,15,3,0,0,0,19,0,0,5,0,0,8,0,0,0,0,0,0,568,130,103,14,3,820
305021114,25,5,0,229,167,58,28,8,0,265,137,57,35,3,0,237,122,34,38,5,0,196,75,20,11,5,0,107,33,9,12,0,0,51,15,7,3,3,0,33,8,5,0,3,0,19,1901,325,226,46,7,2504
305021115,21,6,0,404,287,65,25,0,0,375,226,64,30,3,0,320,189,50,18,3,0,264,122,38,14,9,5,190,77,18,8,3,0,102,12,15,8,4,0,39,8,4,6,0,0,20,3051,412,222,43,11,3741
305021116,21,0,0,111,59,28,17,5,0,110,78,28,14,4,0,125,59,28,13,3,0,104,46,9,17,4,0,73,16,9,0,4,0,38,0,0,3,0,0,14,5,3,5,0,0,7,802,160,140,34,8,1144
305021117,41,3,5,697,566,101,48,3,0,716,527,85,52,13,0,678,430,59,38,0,4,532,296,33,17,0,4,357,88,21,12,6,4,128,30,9,12,3,0,56,14,5,3,0,6,22,5903,589,399,45,26,6961
305021118,27,5,0,110,59,31,23,3,0,113,56,28,21,0,0,102,39,23,24,6,0,96,28,11,14,3,0,60,15,8,9,4,0,37,10,10,3,0,0,18,3,0,4,0,0,13,676,176,167,30,0,1048
305031119,20,3,0,465,345,53,32,4,3,440,301,52,24,0,0,374,251,47,20,3,4,329,148,36,23,3,0,214,77,13,16,4,0,108,30,12,6,0,0,47,4,10,5,0,0,20,4125,381,252,33,20,4812
305031120,12,0,0,133,69,30,16,0,0,125,73,22,24,9,0,123,50,9,12,0,0,79,46,14,13,0,0,72,19,10,4,0,0,33,8,10,4,0,0,17,3,7,3,0,0,12,1058,162,146,17,4,1387
305031121,16,4,0,173,120,36,24,4,0,181,91,28,24,3,0,148,77,27,23,3,0,131,79,29,10,7,0,122,41,11,6,5,0,61,19,7,5,5,0,38,11,6,4,6,0,30,1531,233,160,37,7,1970
305031122,31,3,0,254,206,34,40,0,0,281,168,40,24,7,0,238,163,27,24,8,0,229,103,35,31,5,0,172,47,10,12,0,0,77,13,4,20,0,0,38,6,0,3,9,0,25,2072,261,286,43,4,2659
305031123,11,3,0,102,60,20,26,5,0,116,78,32,12,0,0,128,67,13,12,0,0,85,43,8,5,0,0,57,10,9,4,0,0,26,9,5,3,0,0,12,0,0,0,0,0,5,659,142,108,5,4,926
305031124,12,7,0,210,168,30,20,8,5,232,186,40,22,3,0,248,166,34,17,5,0,224,78,24,19,3,0,119,36,19,14,3,0,71,3,4,0,4,0,22,10,8,4,4,0,26,2058,248,169,60,9,2544
305031125,26,4,0,485,325,53,22,6,7,403,284,56,24,5,5,374,217,38,31,0,0,285,127,31,18,4,0,184,66,19,15,4,0,101,22,10,4,4,0,38,8,3,3,0,4,24,3314,350,214,38,28,3940
305031126,31,3,9,2272,2000,39,45,6,8,2095,1855,62,28,3,4,1948,1553,44,26,0,7,1632,982,25,21,4,9,1043,430,22,20,3,0,474,108,11,4,0,3,132,31,0,3,5,0,34,18449,349,291,46,57,19190
305031127,20,5,0,145,96,28,13,0,0,135,94,13,25,0,0,133,67,13,13,0,0,104,31,7,10,0,0,53,21,8,8,0,0,32,9,0,0,0,0,10,4,0,0,4,0,3,1362,123,140,21,8,1645
305031128,75,14,4,2932,2481,182,70,7,11,2746,2005,174,50,11,6,2247,1519,122,56,5,3,1709,944,91,42,9,3,1081,367,46,30,7,3,456,92,30,24,5,0,147,28,21,7,0,5,66,22536,1272,758,105,76,24748
305031129,15,5,0,131,77,21,13,0,0,119,70,32,26,3,0,126,55,29,10,0,0,95,28,17,8,4,0,59,15,0,7,0,0,31,8,0,0,0,0,12,8,0,4,0,0,12,1031,168,131,12,4,1345
305031130,32,5,4,395,312,49,29,5,0,383,279,50,32,4,0,360,197,40,16,11,0,260,173,21,18,6,0,209,54,6,7,0,0,73,21,4,9,0,0,37,11,3,3,0,0,23,3190,300,249,33,11,3783
305031131,25,0,3,453,399,39,39,6,3,479,385,40,31,5,0,464,281,27,28,3,0,346,226,14,14,0,4,257,77,13,15,0,0,104,18,7,4,7,0,37,3,0,3,7,0,18,3601,253,280,34,15,4181
305041132,49,9,4,375,295,101,55,6,4,456,301,74,69,9,0,451,243,59,60,5,0,370,148,49,49,6,0,247,59,19,26,5,0,112,26,14,12,7,0,56,7,10,7,3,0,28,2990,470,472,58,14,4010
305041133,30,3,0,417,345,38,39,0,0,423,354,33,37,0,0,434,341,30,28,0,0,399,241,33,18,3,0,294,114,30,18,6,0,166,37,10,11,3,0,63,16,5,12,0,0,30,3449,233,243,26,8,3965
305041134,44,7,3,199,111,50,50,0,0,216,104,56,49,0,0,213,106,37,39,0,0,183,58,26,23,6,0,107,14,22,18,0,0,62,13,7,13,4,0,46,3,3,6,5,0,17,1128,282,314,36,8,1771
305041135,80,11,9,2178,1746,201,85,23,3,2069,1475,188,82,16,5,1769,1080,137,57,10,0,1283,647,118,55,7,3,838,250,49,38,10,6,350,93,31,17,9,4,145,24,11,7,6,3,60,16909,1244,678,122,61,19013
305041136,27,0,0,185,120,47,21,0,0,190,106,44,29,6,0,185,96,29,12,0,0,139,70,27,19,0,0,117,36,6,8,3,0,54,13,3,3,0,0,22,3,0,4,0,0,7,1464,245,199,24,11,1945
