POW_SA2_CODE_2021,P_OthSvs_H_0,P_OthSvs_H_1_19,P_OthSvs_H_20_29,P_OthSvs_H_30_34,P_OthSvs_H_35_39,P_OthSvs_H_40_44,P_OthSvs_H_45_49,P_OthSvs_H_50ov,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_19,P_IDNS_H_20_29,P_IDNS_H_30_34,P_IDNS_H_35_39,P_IDNS_H_40_44,P_IDNS_H_45_49,P_IDNS_H_50ov,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_19,P_Tot_H_20_29,P_Tot_H_30_34,P_Tot_H_35_39,P_Tot_H_40_44,P_Tot_H_45_49,P_Tot_H_50ov,P_Tot_H_NS,P_Tot_H_Tot
309071552,31,46,37,19,96,80,20,57,0,387,30,56,66,42,250,243,60,116,114,985,503,840,939,748,2855,2867,1005,2054,230,12030
309071553,25,41,27,18,98,127,35,75,4,456,41,92,60,61,331,278,76,152,116,1204,444,889,733,560,2858,2822,983,2113,217,11617
309071554,16,11,3,8,9,9,3,9,0,64,0,11,15,5,6,11,5,7,19,78,163,447,348,195,421,316,90,197,46,2219
309071555,6,12,0,0,3,0,0,6,0,29,5,7,10,6,5,10,0,3,10,53,112,240,187,138,291,179,70,127,31,1384
309071556,8,13,17,0,5,11,4,6,0,66,3,10,6,0,7,14,4,0,8,52,104,253,200,152,234,249,72,179,30,1456
309071557,36,35,17,11,25,43,7,22,4,205,12,24,20,17,39,39,10,20,49,220,325,910,667,467,952,771,219,537,86,4931
309071558,4,13,11,3,6,0,3,3,0,37,3,12,7,5,3,4,0,3,3,40,34,120,118,65,108,138,43,113,13,752
309081259,4,4,8,0,3,4,0,5,0,25,6,11,0,4,6,5,0,6,5,43,69,146,119,80,145,125,17,93,13,815
309081260,4,4,7,0,0,0,0,0,0,18,0,14,4,6,3,16,0,11,11,65,96,268,242,173,288,232,68,161,29,1561
309081262,51,37,29,24,36,46,15,25,10,268,22,37,22,19,59,76,24,37,74,369,389,776,835,593,1796,1451,383,801,139,7163
309081559,58,49,32,29,59,50,21,38,5,333,8,38,26,15,46,48,9,23,34,249,357,854,687,447,1125,891,227,541,66,5187
309081560,86,38,38,24,43,20,8,11,4,272,19,39,39,18,57,55,6,32,82,350,1271,1858,1599,1278,2633,1728,349,696,184,11579
309091263,33,46,43,25,100,96,18,44,10,414,8,37,33,25,54,53,16,26,61,296,330,827,663,498,1257,954,251,514,116,5416
309091264,18,42,35,27,87,103,21,37,8,380,22,48,41,34,138,148,34,64,57,591,353,767,684,495,1849,1816,517,1066,132,7680
309091265,9,9,7,3,14,12,8,3,3,66,0,15,12,10,13,15,0,11,14,91,138,332,221,152,251,220,48,144,40,1541
309091540,120,94,79,36,159,113,35,72,12,716,54,92,92,58,183,154,29,77,225,968,2051,2968,3332,3171,6525,5303,1216,2395,431,27392
309091541,54,50,38,25,103,76,22,49,8,425,15,36,37,28,57,59,17,17,61,322,490,1119,874,604,1281,1067,290,605,132,6463
309101267,35,27,22,17,37,12,0,13,0,173,3,19,11,18,21,28,6,19,34,154,292,709,803,649,906,578,142,372,75,4530
309101268,42,47,41,16,76,45,15,24,0,321,18,46,41,25,78,67,17,28,46,355,471,761,733,516,1998,1733,399,773,115,7496
309101269,30,22,14,5,16,7,5,3,0,101,10,13,15,6,16,20,3,11,31,126,770,589,373,199,404,323,79,192,82,3012
309101561,71,37,36,10,43,19,9,11,8,236,16,39,41,22,56,44,14,25,75,324,1105,1355,940,536,1482,1085,299,653,175,7627
309101562,34,25,18,8,21,21,3,9,4,149,6,28,29,10,34,31,3,19,34,194,451,641,530,320,716,683,163,346,86,3933
310011271,45,108,133,61,217,184,87,85,9,919,35,79,70,51,294,246,65,119,82,1052,550,887,897,634,2823,2835,943,1713,187,11484
310011272,8,4,4,0,7,3,0,0,0,36,0,6,3,3,8,4,0,4,18,46,75,151,221,154,216,170,72,104,29,1184
310011274,22,24,25,13,33,30,14,20,3,172,20,44,46,33,126,107,23,44,73,520,441,886,781,522,1939,1502,415,813,156,7471
310011275,21,16,12,12,21,18,9,12,0,124,7,15,9,12,28,19,11,18,27,148,292,504,405,252,852,625,197,333,62,3526
310011276,16,20,42,29,99,167,40,71,3,493,21,53,46,38,222,172,47,90,103,800,604,482,646,576,3872,3126,1108,1842,223,12487
310011563,0,8,4,7,4,0,0,0,0,18,0,3,0,0,3,0,0,3,8,31,49,126,101,48,76,95,24,55,22,583
310011564,28,29,19,10,28,15,4,7,3,145,5,15,14,7,17,16,3,3,25,111,283,717,537,310,611,461,120,269,63,3378
310021277,16,20,23,7,28,17,8,19,5,146,9,17,12,9,34,39,10,21,50,196,292,616,488,293,544,626,227,717,109,3912
310021278,4,6,3,0,0,6,0,11,0,32,7,11,9,3,5,6,0,11,21,75,119,243,200,135,227,231,53,246,40,1500
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,35,24,10,13,18,16,7,16,0,145,11,24,29,17,32,29,6,28,34,204,349,835,673,455,815,706,260,709,101,4908
310021281,20,26,10,5,16,10,0,18,0,100,7,18,9,7,36,20,8,24,29,153,208,445,337,246,459,436,160,544,65,2895
310021282,20,24,12,4,29,16,3,19,0,131,4,28,17,7,36,33,10,28,67,233,533,601,456,323,1886,2201,604,969,138,7703
310031283,14,20,13,3,10,3,5,4,6,72,3,10,6,0,3,8,5,0,18,49,163,360,250,178,302,225,86,142,36,1735
310031284,13,14,7,10,50,34,11,19,3,162,5,14,11,9,32,44,9,21,45,189,220,328,416,231,971,817,302,477,83,3850
310031285,15,14,18,12,33,25,8,14,0,132,5,6,9,0,11,11,7,13,16,80,216,570,281,182,471,351,86,202,43,2395
310031286,58,48,33,25,82,82,25,38,6,390,34,47,36,25,78,70,7,41,130,457,1161,1611,1592,1524,3921,2754,655,1237,256,14714
310031287,38,32,29,16,56,22,9,9,0,207,9,21,10,13,31,24,12,11,24,149,383,889,676,434,851,522,134,304,78,4269
310031288,19,10,5,3,10,4,0,6,0,58,4,3,3,0,0,9,0,3,8,30,74,171,120,68,176,147,31,111,17,914
310031289,11,6,3,0,8,7,0,3,0,34,0,11,3,0,6,4,0,4,7,41,61,199,119,73,120,117,39,86,15,828
310031290,9,9,9,0,4,6,0,6,3,37,7,7,3,0,3,10,0,5,7,35,66,144,102,57,111,147,45,99,19,784
310031291,6,7,6,5,0,6,0,4,3,30,4,4,4,4,28,29,6,9,10,99,71,118,116,94,426,351,114,236,32,1554
310031292,49,22,13,9,27,22,7,12,0,167,3,12,4,5,21,22,5,17,23,107,411,665,413,239,557,366,90,188,50,2993
310031293,17,9,14,3,30,13,14,9,0,119,3,13,8,6,18,21,7,13,24,111,218,368,292,210,454,384,109,288,58,2391
310031294,19,12,10,4,9,3,0,7,0,75,4,7,6,3,10,18,5,21,11,80,113,261,202,125,261,326,123,320,26,1748
310031295,0,5,3,0,7,3,0,4,0,23,0,7,3,4,20,11,8,7,32,91,116,145,144,139,915,563,141,263,63,2492
310041297,12,14,9,0,8,7,0,3,0,54,0,5,8,0,8,8,3,0,10,48,61,147,122,67,119,136,33,89,22,798
310041298,0,6,0,5,10,16,0,13,0,52,8,35,30,29,189,128,36,57,59,571,146,233,245,202,1796,1507,614,1022,109,5881
310041299,22,11,13,5,35,38,7,16,0,148,5,16,12,8,56,42,11,25,52,232,319,505,497,280,1129,962,354,637,92,4772
310041300,14,17,7,17,19,16,4,9,0,96,5,9,5,7,18,20,5,5,18,93,176,419,303,222,525,399,99,215,50,2408
310041301,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,10,4,0,8,0,17,25,17,24,0,96
310041302,16,25,14,3,16,12,3,12,0,105,8,23,6,7,29,20,8,11,28,145,193,622,436,265,505,342,126,250,75,2810
310041303,24,22,22,15,16,14,0,9,3,114,3,11,18,10,12,5,3,6,15,84,262,554,360,200,459,301,87,214,46,2483
310041304,48,41,24,18,34,13,7,11,4,198,9,17,13,15,46,29,9,16,48,198,571,945,758,451,1322,828,214,500,96,5674
310041565,12,11,8,6,6,6,3,6,0,61,3,7,7,6,16,14,9,7,22,85,131,349,249,169,381,359,79,202,34,1964
310041566,12,4,5,3,10,4,0,4,0,45,0,0,0,0,7,7,0,4,3,33,68,207,132,76,166,130,32,94,17,918
311011305,31,24,28,16,41,49,11,26,0,234,18,42,21,18,44,46,17,44,56,300,380,766,653,487,1040,914,309,835,140,5519
311021306,36,38,30,18,63,65,16,34,4,317,14,24,23,17,75,65,22,21,59,319,457,848,785,520,1719,1250,369,635,126,6715
311021307,7,8,10,3,6,0,0,7,0,40,4,12,11,7,14,10,0,5,18,72,133,311,287,155,283,228,78,162,40,1667
311021308,10,7,0,3,6,0,0,0,0,26,0,6,8,0,13,13,0,5,17,62,78,213,143,122,459,237,64,120,49,1476
311021309,14,14,3,0,4,6,0,5,0,51,0,9,4,4,0,13,3,11,11,51,102,230,240,153,208,154,45,116,18,1271
311021310,17,10,3,6,0,3,0,3,0,44,4,6,0,0,0,3,4,4,0,30,66,163,80,87,120,157,47,129,8,849
311031311,20,18,8,6,17,16,7,9,3,101,7,15,16,7,24,14,0,7,36,124,195,624,564,311,609,453,145,370,74,3333
311031312,66,53,38,11,36,34,12,24,0,272,10,24,27,23,54,46,9,25,52,273,587,1269,869,499,1358,847,240,455,107,6228
311031313,4,9,3,0,5,0,0,3,0,37,0,0,7,5,10,12,0,4,14,57,42,131,110,69,174,166,41,144,28,898
311031314,8,11,7,0,19,25,4,13,0,93,13,25,22,23,136,90,19,32,55,407,199,305,384,266,1456,1225,437,789,101,5155
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,10
311031316,12,24,18,18,31,39,11,25,0,177,9,16,11,9,25,24,6,8,28,131,178,308,261,192,490,465,129,306,50,2383
311031317,20,11,4,7,7,4,4,4,0,63,0,12,16,3,11,8,4,9,21,78,136,316,214,150,392,228,59,112,42,1651
311031318,8,9,0,4,3,5,4,6,3,39,0,6,3,4,9,7,0,3,0,38,34,89,46,37,77,94,39,98,7,524
311031319,25,16,9,10,6,10,0,12,0,90,7,5,10,0,11,9,5,6,13,71,92,241,186,131,236,195,60,145,33,1328
311041322,15,20,15,9,18,20,6,9,8,123,10,11,13,6,19,16,0,20,18,115,109,265,244,149,317,319,99,314,52,1873
311041567,19,0,0,0,3,0,0,7,0,33,0,8,0,4,4,4,3,0,5,36,67,222,150,91,159,164,22,105,20,994
311041568,14,7,7,0,7,5,4,3,0,42,5,4,7,3,6,6,0,5,9,51,38,97,84,44,102,141,44,127,18,707
311041569,12,15,8,0,9,5,6,3,0,60,5,16,14,0,9,16,3,8,9,83,90,267,208,115,237,239,78,214,30,1481
311041570,29,36,27,17,28,29,6,20,4,197,9,25,22,18,19,25,9,20,37,191,224,702,446,339,585,533,176,449,76,3537
311041571,13,11,10,0,7,0,0,3,0,43,0,5,6,0,9,7,0,0,12,37,84,247,183,112,210,172,55,123,19,1190
311051323,10,14,4,4,13,30,5,14,0,91,6,15,11,6,20,9,3,5,28,107,173,338,342,277,453,293,83,240,61,2260
311051324,20,7,8,4,13,11,0,9,0,77,0,20,9,10,13,12,0,10,12,97,134,353,296,197,376,343,118,281,21,2111
311051325,53,34,36,24,74,67,26,43,7,349,18,38,49,33,125,118,20,59,75,528,409,917,743,484,1671,1674,440,968,159,7467
311051326,40,22,14,10,92,59,16,20,4,269,19,33,39,30,143,117,27,38,87,535,629,807,960,1030,2177,1980,475,811,170,9036
311051327,50,16,19,13,31,19,0,10,0,176,13,21,14,9,25,30,9,10,36,174,495,855,575,358,834,657,158,351,76,4354
311051328,8,9,11,3,15,0,0,8,0,57,0,9,3,0,14,16,0,5,17,66,114,308,304,155,328,208,56,122,25,1627
311061329,12,25,0,5,18,9,0,7,3,84,3,13,0,0,6,4,4,8,3,43,138,247,172,119,252,254,75,171,20,1441
311061330,5,9,8,8,13,16,0,9,0,70,6,12,10,6,42,37,7,13,23,160,122,254,261,162,604,545,149,244,40,2393
311061331,11,20,8,6,43,24,5,8,0,127,7,21,14,24,52,41,8,20,71,269,375,677,670,492,1741,1226,279,494,136,6080
311061332,27,15,8,5,12,5,0,3,0,86,0,5,4,7,7,12,0,9,9,51,118,332,231,142,242,261,71,155,17,1563
311061333,19,53,43,34,171,175,47,81,10,628,14,61,36,29,110,106,25,52,63,494,327,666,672,484,1476,1440,379,734,123,6304
311061334,45,38,32,19,69,46,10,30,0,283,3,22,31,10,28,40,3,20,49,211,418,1044,895,533,1353,950,253,608,100,6161
311061335,31,28,23,23,71,96,31,49,4,357,15,35,35,25,97,78,22,33,56,393,382,779,677,453,1495,1384,426,763,108,6464
311061336,10,10,12,7,24,27,17,12,3,124,6,18,8,12,41,40,3,17,26,183,118,304,303,202,558,426,158,245,55,2369
312011337,0,23,19,9,16,33,10,12,3,121,6,13,11,4,32,12,6,17,31,136,113,455,409,268,574,463,169,453,76,2972
312011338,8,20,10,6,17,15,22,60,0,161,16,17,13,5,19,23,15,56,76,243,1014,446,437,205,674,1187,661,5719,280,10622
312011339,4,13,15,3,10,21,4,30,5,102,3,7,7,7,14,7,0,33,24,106,292,252,195,127,303,464,230,2032,82,3985
312011340,0,8,4,3,5,3,5,11,0,42,14,8,4,4,29,30,0,27,30,149,157,187,197,144,428,503,216,1525,104,3452
312011341,4,20,12,12,30,38,23,50,0,183,9,19,12,7,14,28,13,54,66,225,668,514,412,251,716,1077,754,4051,164,8607
312021342,3,21,16,9,21,13,6,13,0,106,0,7,3,6,12,15,8,8,23,80,81,423,313,212,404,307,136,254,46,2175
312021343,0,3,0,0,12,0,5,0,0,29,0,3,3,0,0,0,0,0,3,11,24,86,117,90,133,78,29,62,7,633
312021344,5,17,16,0,12,8,0,12,5,79,0,11,8,5,7,7,3,9,14,53,64,441,264,141,274,241,77,203,37,1722
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,8
312021346,15,74,80,45,205,161,47,78,3,711,17,56,41,29,102,95,21,66,102,543,475,1763,1528,1021,3100,2268,699,1446,231,12533
312021347,0,0,3,5,12,17,0,9,0,42,0,4,0,5,8,17,6,6,6,51,21,56,46,38,161,178,70,212,15,788
312021348,0,31,20,10,31,14,4,18,3,135,9,25,11,13,31,20,7,14,31,163,174,777,482,354,763,510,229,493,58,3843
312021349,3,33,17,22,39,29,21,20,0,183,4,9,8,3,19,20,3,18,18,102,107,391,386,348,621,439,168,364,37,2868
312021350,46,38,38,38,261,217,138,265,6,1040,15,27,31,25,157,160,64,126,97,715,410,582,526,492,2396,2718,1321,3027,214,11687
312021351,0,15,7,5,10,6,3,15,0,64,0,11,9,5,4,5,3,10,19,68,54,247,214,136,170,255,111,386,44,1632
312021352,4,19,17,0,24,25,13,32,0,135,8,27,14,8,29,35,14,33,39,211,195,452,381,271,686,836,362,986,114,4279
312021353,0,6,3,0,10,11,3,5,0,49,6,11,3,4,10,3,6,12,15,66,36,196,117,78,131,186,68,394,33,1239
312021354,4,8,5,3,4,8,0,4,0,32,0,3,7,0,5,7,0,5,3,25,20,114,74,48,89,69,27,65,10,515
312021355,0,5,3,3,7,11,7,13,0,46,0,5,7,3,12,18,0,4,11,62,18,93,94,66,180,160,59,160,22,859
312021356,5,5,10,4,15,4,3,12,0,56,0,8,6,8,8,9,7,0,7,49,56,199,165,136,244,178,85,147,15,1240
312021357,5,19,8,9,4,9,3,17,0,73,7,5,10,7,5,9,0,9,6,66,65,259,182,118,194,247,93,505,31,1696
312021358,4,6,18,5,25,13,7,7,0,87,7,14,3,8,25,23,8,14,42,146,289,407,525,534,846,1001,209,441,77,4323
312031359,10,57,53,22,67,52,19,34,0,310,3,31,26,20,56,52,10,33,64,292,261,1016,903,711,1872,1287,388,773,133,7352
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,4,24,16,11,26,38,13,19,3,157,3,16,15,5,29,21,3,14,45,155,154,393,398,260,568,654,225,558,80,3283
313011362,22,25,11,5,8,8,4,10,0,85,12,13,6,7,20,19,4,16,21,111,206,410,300,213,346,296,79,313,47,2221
313011363,60,27,18,8,31,33,12,13,0,204,17,24,19,8,18,20,0,14,54,176,470,832,574,399,659,473,149,356,98,4017
313021364,8,9,10,3,10,7,0,6,0,51,6,11,7,6,5,11,5,4,7,63,96,160,120,106,177,206,43,132,20,1067
313021366,86,50,32,17,76,54,22,39,4,385,16,36,23,15,39,31,4,22,76,273,770,1472,1058,679,1388,848,242,482,141,7084
313021367,7,4,4,4,8,0,5,0,0,28,6,9,5,5,4,11,0,3,11,56,51,146,156,122,175,192,46,194,34,1105
313021368,10,6,3,0,0,0,4,4,0,24,3,7,3,5,10,15,0,7,7,51,105,283,185,123,293,191,46,124,18,1372
313021369,10,11,5,0,8,12,0,4,0,50,0,10,16,7,11,16,3,4,19,102,63,200,278,184,253,265,89,246,36,1611
313021572,30,24,22,12,77,65,14,37,0,292,17,39,26,35,70,80,17,33,77,390,609,1031,1114,953,1755,1712,470,1099,164,8888
313021573,29,24,32,17,51,50,17,18,0,233,9,26,19,18,38,38,4,22,58,233,466,835,850,593,1633,1076,287,589,116,6449
313031370,12,0,4,3,8,3,0,11,3,54,4,18,13,5,25,29,5,12,31,138,110,360,266,205,635,439,168,394,77,2647
313031371,17,10,5,0,10,9,3,9,0,65,3,16,10,3,12,15,3,16,26,97,199,355,266,164,534,323,164,306,50,2358
313041372,59,35,13,9,37,49,3,21,3,227,12,20,10,19,24,29,0,12,41,164,424,1002,637,416,776,677,181,380,91,4582
313041373,43,40,27,15,56,60,18,40,0,293,13,36,35,16,109,103,26,45,60,451,349,816,684,462,1433,1358,475,959,126,6663
313041374,0,8,10,7,5,0,3,3,0,46,4,6,9,6,8,4,0,3,5,44,52,146,110,72,142,139,45,121,11,842
313041375,30,22,18,19,15,32,3,19,4,160,6,36,31,24,78,64,25,36,44,348,239,603,600,383,1038,940,328,712,87,4930
313041376,0,4,3,0,0,0,0,4,0,23,0,3,0,4,3,3,0,0,0,16,17,63,42,27,57,84,23,54,5,371
313051377,26,26,22,10,51,62,15,39,4,255,19,29,36,22,99,82,19,36,35,371,223,516,416,292,957,829,236,551,64,4084
313051378,28,21,9,7,11,12,0,10,0,99,3,15,10,0,17,13,3,4,15,79,206,458,341,194,348,272,80,198,32,2130
313051379,44,31,27,16,22,29,10,8,0,186,5,24,18,4,25,28,3,19,42,167,694,989,908,889,1123,1154,232,447,106,6542
313051380,56,55,35,19,72,64,29,39,5,360,10,23,27,11,32,43,5,20,58,236,542,1063,948,592,1198,872,239,477,114,6051
313051574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,34,74,17,9,13,23,4,14,6,206
313051575,25,18,7,12,3,14,5,3,3,90,6,13,10,6,4,29,7,9,17,98,210,422,268,236,343,344,111,268,36,2239
314011382,41,32,26,13,22,20,6,14,0,178,0,9,18,9,15,24,0,12,21,103,303,842,570,333,500,557,153,312,48,3610
314011383,27,30,11,11,3,13,3,7,0,116,0,14,7,7,13,14,3,9,15,80,173,591,358,198,390,411,109,265,26,2527
314011384,16,17,4,9,14,20,6,10,0,85,3,18,13,0,7,12,3,13,14,90,132,342,181,120,191,263,81,244,25,1579
314011385,17,10,5,0,3,3,0,6,0,44,4,3,6,0,4,0,0,3,5,31,74,219,130,75,110,169,52,133,9,970
314011386,63,28,27,16,52,43,13,28,0,270,9,16,19,5,22,21,3,17,23,135,344,935,590,383,654,724,190,493,57,4362
314011387,32,45,15,9,14,17,5,9,0,146,5,29,13,10,16,28,6,11,23,121,233,636,346,218,300,419,104,315,37,2610
314021389,39,21,19,4,16,8,3,7,0,119,0,12,9,4,10,15,0,13,13,83,174,459,373,248,398,355,121,286,42,2460
314021576,7,10,3,7,0,13,4,4,0,45,0,4,3,0,0,11,0,0,5,23,55,142,111,82,149,138,49,92,17,834
314021577,50,24,21,17,22,26,9,8,4,175,3,13,9,7,27,21,4,14,34,135,287,663,535,339,618,468,117,269,64,3374
314021578,21,10,3,13,9,3,0,4,0,62,3,15,7,6,14,4,4,10,15,75,168,413,311,222,350,263,98,189,38,2064
314021579,138,61,54,48,90,91,19,36,8,552,31,43,32,28,83,81,18,49,106,467,1299,2270,1641,1044,2544,1824,489,958,213,12281
314031391,17,12,11,4,7,8,0,11,0,68,5,7,5,0,6,3,6,4,8,40,150,272,295,162,224,170,63,180,23,1545
314031392,23,33,18,8,44,63,17,20,4,234,3,17,17,15,52,37,11,22,27,199,215,400,381,270,500,515,161,289,55,2789
314031393,26,22,19,7,14,5,5,12,3,110,0,5,9,4,8,8,4,6,13,61,143,314,269,178,418,314,86,224,35,1976
314031394,89,63,70,39,243,230,79,137,7,958,52,106,87,76,408,310,67,156,126,1392,1111,1882,1676,1157,4631,3934,1229,2126,237,17982
315011395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,12,43,15,35,30,7,38,8,199
315011396,0,9,0,6,28,5,5,13,0,67,8,10,5,6,16,5,4,10,69,131,182,267,241,204,662,459,195,823,147,3174
315011397,0,0,0,0,4,0,0,4,0,10,3,3,0,0,0,0,0,6,13,27,30,52,32,26,86,77,36,253,27,602
315011398,0,0,0,0,0,6,0,3,0,5,0,4,3,0,0,3,0,5,18,31,13,40,37,8,73,75,11,126,33,417
315011399,0,0,0,4,10,0,0,0,0,17,0,4,0,4,3,0,0,0,17,40,40,92,61,61,229,127,31,163,36,834
315011400,0,0,5,0,0,3,0,9,0,23,0,3,0,3,13,13,6,10,23,88,86,191,155,107,371,333,159,487,63,1950
315011401,6,3,0,0,3,4,0,3,3,30,0,8,0,0,5,7,0,6,26,51,101,169,90,112,314,357,76,295,83,1607
315011402,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,3,19,32,61,134,106,92,219,180,35,167,42,1032
315011403,0,5,8,5,0,9,7,28,0,66,6,5,7,0,7,11,6,24,13,66,164,154,148,94,206,331,150,669,49,1962
315021404,0,10,7,6,21,8,6,8,0,66,5,14,4,0,8,4,0,14,38,85,142,177,117,91,302,276,123,744,75,2036
315021405,6,37,27,25,69,85,37,84,6,372,18,22,17,7,44,48,16,42,91,310,462,701,632,423,1466,1697,1317,1860,216,8778
315021406,0,9,3,0,4,21,4,24,4,77,8,7,3,5,12,8,5,16,64,132,465,195,169,104,339,590,478,2255,138,4733
315021407,8,7,3,0,3,18,3,12,0,51,9,24,12,4,7,14,3,15,46,138,188,199,194,138,320,468,158,1160,94,2927
315031408,0,8,0,0,12,16,3,10,0,55,4,15,4,3,12,12,7,16,24,92,76,243,186,147,349,451,125,728,60,2359
315031409,0,8,6,8,11,21,0,10,3,61,6,12,7,0,23,19,0,21,24,113,113,178,158,115,365,382,90,422,66,1894
315031410,0,0,0,7,7,3,0,9,0,23,3,3,0,0,3,9,4,13,17,53,51,80,69,59,165,258,78,508,46,1310
315031411,0,3,0,0,10,6,0,8,0,31,5,3,0,3,0,5,0,18,19,51,63,95,93,79,174,245,58,489,41,1334
315031412,3,8,9,8,18,16,9,18,0,87,6,4,10,5,10,14,0,15,23,90,79,176,142,125,377,421,118,457,43,1933
316011413,73,72,75,30,155,156,35,73,8,676,19,92,51,37,144,121,21,69,90,658,622,1407,1258,879,2515,2284,771,1674,184,11604
316011414,37,29,18,18,27,19,6,16,3,183,7,33,25,10,26,32,10,18,35,182,391,842,751,598,714,721,195,476,77,4761
316011415,15,11,11,3,3,3,0,3,0,67,9,7,8,6,11,5,0,10,15,68,159,339,306,204,290,312,103,200,17,1942
316011416,26,18,16,9,12,9,0,3,0,92,15,14,7,12,26,16,7,7,45,149,341,886,697,426,1376,937,261,553,96,5573
316021417,25,25,13,7,16,20,5,4,0,109,0,14,7,5,4,8,3,4,14,58,140,527,367,218,318,293,91,179,36,2172
316021418,59,23,14,12,25,22,3,7,0,170,7,21,10,14,14,14,3,11,18,101,402,749,490,297,543,393,122,260,44,3296
316021419,55,40,23,15,39,35,13,17,3,242,13,28,25,23,32,28,4,17,46,211,777,1342,937,678,1249,920,218,476,103,6699
316021421,12,18,11,0,9,3,0,3,0,59,8,18,7,3,9,17,5,10,14,95,215,419,334,175,294,236,81,187,29,1974
316021422,15,36,12,7,15,20,5,13,0,122,3,14,8,10,16,14,4,9,16,92,182,412,319,211,300,313,91,227,35,2084
316021423,23,35,19,20,82,74,11,52,5,327,16,38,33,22,68,72,18,31,50,356,300,620,570,385,1073,1095,341,682,80,5151
316021424,27,24,22,4,21,17,4,8,4,126,18,34,9,11,37,39,13,21,76,251,850,1131,1447,1488,2085,1940,422,848,159,10373
316021580,33,23,19,12,37,34,8,19,3,178,8,27,23,14,36,54,10,38,22,223,229,535,439,318,890,813,303,692,55,4273
316021581,34,35,33,12,59,45,14,27,0,258,10,31,14,12,61,33,15,21,32,228,254,510,464,333,929,672,243,463,70,3947
316031425,55,25,20,13,21,16,4,5,3,162,4,17,22,10,10,22,0,15,31,127,407,901,597,412,569,585,150,375,63,4063
316031426,37,26,4,6,13,23,7,14,0,130,9,20,14,8,24,22,4,20,36,153,334,670,449,281,635,573,147,341,69,3511
316031427,211,122,92,76,193,179,54,65,15,1013,44,92,66,47,147,123,31,64,147,757,2146,3202,2555,1780,4468,3440,991,1822,326,20730
316031428,65,39,19,13,39,37,3,21,0,230,24,37,22,17,43,29,5,26,52,258,712,1078,715,417,926,842,245,530,115,5585
316051434,58,34,37,18,35,17,3,5,3,213,11,32,16,12,17,20,4,19,32,159,740,1062,585,379,646,528,163,353,72,4537
316051435,91,60,43,36,99,90,13,56,4,491,27,51,40,42,77,62,19,39,69,416,810,1462,1169,797,1473,1288,315,786,145,8250
316051437,15,11,8,4,3,0,3,0,0,42,0,13,14,8,15,10,0,9,12,74,157,344,275,168,180,282,73,182,29,1696
316051438,24,18,15,5,14,5,3,3,4,95,9,12,9,0,11,11,5,7,28,92,254,421,346,270,501,320,66,203,58,2426
316051543,4,10,7,0,5,0,0,0,0,32,0,5,7,7,9,3,3,8,6,46,128,255,135,78,121,149,47,112,23,1042
316051544,19,21,13,5,5,5,5,5,3,76,5,10,12,3,7,19,3,8,12,71,126,376,288,194,268,237,77,177,25,1775
316061439,12,10,17,10,12,26,7,16,0,111,3,20,8,7,18,20,6,23,33,140,280,513,468,297,500,611,189,412,60,3333
316061440,28,23,7,4,14,18,0,10,6,116,15,28,13,15,11,18,3,12,34,141,330,645,436,295,323,396,108,319,74,2925
316061441,3,12,6,6,0,4,0,3,0,32,5,6,9,8,16,14,0,8,8,72,107,334,236,171,215,191,78,217,16,1570
316061442,26,32,13,9,12,28,3,6,0,136,16,29,19,12,16,28,4,15,15,145,231,517,376,222,392,512,148,371,48,2828
316061443,7,9,10,0,4,9,0,4,0,45,10,17,7,3,4,5,0,9,13,70,153,281,157,107,181,169,37,190,29,1309
316061444,22,13,7,7,14,17,5,18,0,106,16,32,21,13,21,38,6,20,24,197,314,558,433,275,513,520,192,399,57,3254
316071545,23,19,7,3,4,0,0,3,0,56,0,3,7,0,12,5,0,10,17,56,114,348,239,163,281,257,70,226,26,1727
316071546,4,0,5,0,5,5,0,6,0,27,0,3,8,0,6,10,0,0,11,39,79,170,108,75,101,168,31,101,20,850
316071547,37,46,25,29,52,61,18,41,0,299,30,55,47,33,123,101,20,75,49,542,449,799,650,566,1403,1374,436,991,113,6789
316071548,51,66,48,46,101,90,29,39,4,467,27,51,48,29,55,54,16,33,99,401,857,1657,1604,1304,2303,1887,475,986,207,11275
316081549,39,42,28,21,46,43,17,26,6,263,22,48,39,14,31,47,7,26,49,283,471,1166,868,580,834,945,254,621,134,5872
